"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"ZIMMAN L","LING    144","Spring","LING",3.48235294117647,NA,NA,NA,"No Trend"
"FRODESEN J M","LING    140","Spring","LING",3.51428571428571,NA,NA,NA,"No Trend"
"BAX A C","LING    131","Spring","LING",3.67731092436975,NA,NA,NA,"No Trend"
"BARNWELL B B","LING    127","Spring","LING",3.23695652173913,NA,NA,NA,"No Trend"
"GORDON M K","LING    115","Spring","LING",3.32549019607843,NA,NA,NA,"No Trend"
"BLAYLOCK R","LING    112","Spring","LING",3.08333333333333,NA,NA,NA,"No Trend"
"CHENG Y","LING    108","Spring","LING",3.33898305084746,NA,NA,NA,"No Trend"
"KRAUSE P A","LING    104","Spring","LING",2.86666666666667,NA,NA,NA,"No Trend"
"KENNEDY R A","LING     15","Spring","LING",3.64383886255924,3.5982905982906,3.39537037037037,3.21923076923077,"Downward Trend"
"GOUGH J D","LING     14","Spring","LING",3.77777777777778,NA,NA,NA,"No Trend"
"BOWMAN I K","LING     12","Spring","LING",3.12352941176471,NA,NA,NA,"No Trend"
"CORONA K D","LING     12","Spring","LING",3.99142857142857,NA,NA,NA,"No Trend"
"LASHMET A J","LING     12","Spring","LING",3.49117647058823,3.26764705882353,NA,NA,"No Trend"
"RIGHTMIRE S R","LING     12","Spring","LING",3.78333333333333,NA,NA,NA,"No Trend"
"ROBERTSON J L","LING     12","Spring","LING",3.49473684210526,3.05333333333333,3.8,NA,"No Trend"
"WESTMACOTT B","LING     12","Spring","LING",3.78285714285714,3.8,3.90277777777778,NA,"No Trend"
"ROBERTSON J L","LING      8","Spring","LING",3.625,NA,3.3,NA,"No Trend"
"GOUGH J D","LING      4","Spring","LING",0,NA,NA,NA,"No Trend"
"WEBB M T","LING      3G","Spring","LING",0,NA,NA,NA,"No Trend"
"ELLIOTT G","LING      3C","Spring","LING",3.35,2.44444444444444,NA,NA,"No Trend"
"SMALL A L","LING      3C","Spring","LING",3.76571428571429,NA,3.7764705882353,3.6,"No Trend"
"WEBB M T","LING      3C","Spring","LING",3.22352941176471,NA,3.6,3.55,"No Trend"
"BAKER A D","LING      3B","Spring","LING",3.66363636363636,NA,3.48333333333333,NA,"No Trend"
"MULLEN J O","LING      3B","Spring","LING",3.46052631578947,NA,NA,NA,"No Trend"
"TSAI D","LING      3B","Spring","LING",3.45882352941176,NA,NA,2.88888888888889,"No Trend"
"LINDHEIM S H","LATIN   137","Spring","LATIN",3.9,NA,NA,NA,"No Trend"
"MACLEAN R B","LATIN   102","Spring","LATIN",3.81111111111111,NA,NA,3.4,"No Trend"
"LINDHEIM S H","LATIN     3","Spring","LATIN",3.31428571428571,3.44583333333333,3.4625,3.57142857142857,"Upward Trend"
"CARRILLO M J","LAIS    151C","Spring","LAIS",3.67142857142857,NA,NA,NA,"No Trend"
"CONSTENLA TOR","LAIS    102","Spring","LAIS",3.87627118644068,NA,NA,NA,"No Trend"
"ENGEL E A","LAIS     10","Spring","LAIS",3.38,2.9725,NA,NA,"No Trend"
"CHOI E","KOR     120","Spring","KOR",3.71515151515152,NA,NA,NA,"No Trend"
"LEE W A","KOR       6","Spring","KOR",3.748,3.59259259259259,3.776,3.68333333333333,"No Trend"
"LEE W A","KOR       3","Spring","KOR",3.63333333333333,3.83611111111111,3.42,3.31470588235294,"No Trend"
"WERTH S","JAPAN   180MJ","Spring","JAPAN",3.64202898550725,NA,NA,NA,"No Trend"
"WERTH S","JAPAN   180JY","Spring","JAPAN",3.32058823529412,NA,NA,NA,"No Trend"
"DRIAN J L","JAPAN   175B","Spring","JAPAN",3.66666666666667,NA,NA,NA,"No Trend"
"WANG JING","JAPAN   159","Spring","JAPAN",3.18055555555556,NA,NA,NA,"No Trend"
"LEWALLEN A","JAPAN   150","Spring","JAPAN",3.53035714285714,NA,NA,NA,"No Trend"
"WANG JING","JAPAN   146","Spring","JAPAN",3.9,4,NA,NA,"No Trend"
"YAMAUCHI Y","JAPAN   120C","Spring","JAPAN",3.63571428571429,3.625,3.59615384615385,NA,"No Trend"
"FLEMING W","JAPAN    17","Spring","JAPAN",2.85636363636364,NA,NA,NA,"No Trend"
"SUGAWARA H","JAPAN     6","Spring","JAPAN",3.7,3.70277777777778,NA,NA,"No Trend"
"YAMAUCHI Y","JAPAN     6","Spring","JAPAN",3.932,3.47619047619048,3.50625,NA,"No Trend"
"CANTRELL A M","JAPAN     3","Spring","JAPAN",3.592,3.39189189189189,3.43611111111111,NA,"No Trend"
"SHINAGAWA C","JAPAN     3","Spring","JAPAN",3.756,NA,NA,NA,"No Trend"
"FOGU C","ITAL    179X","Spring","ITAL",3.24918032786885,NA,3.24711538461538,NA,"No Trend"
"DAHL SARNELLI","ITAL    144A","Spring","ITAL",3.55833333333333,NA,NA,NA,"No Trend"
"FOGU C","ITAL    111","Spring","ITAL",4,NA,NA,NA,"No Trend"
"FIORINA C P","ITAL    103","Spring","ITAL",3.95,3.28571428571429,3.9625,NA,"No Trend"
"PATTONE C F","ITAL     16B","Spring","ITAL",4,3.69166666666667,NA,NA,"No Trend"
"DE SIMONE T","ITAL      6","Spring","ITAL",3.27391304347826,NA,NA,NA,"No Trend"
"BORROMEO C","ITAL      5","Spring","ITAL",3.23125,3.48181818181818,NA,3.6,"No Trend"
"PADULA V","ITAL      3HY","Spring","ITAL",3.4,NA,NA,NA,"No Trend"
"BORROMEO C","ITAL      3","Spring","ITAL",3.6,NA,NA,NA,"No Trend"
"DAHL SARNELLI","ITAL      3","Spring","ITAL",3.6695652173913,3.72857142857143,NA,NA,"No Trend"
"PADULA V","ITAL      3","Spring","ITAL",3.71333333333333,NA,3.71428571428571,NA,"No Trend"
"CRICKETTE M E","ITAL      2HY","Spring","ITAL",3.59047619047619,NA,NA,3.33333333333333,"No Trend"
"CRICKETTE M E","ITAL      2","Spring","ITAL",3.525,3.42307692307692,NA,3.10810810810811,"No Trend"
"FIORINA C P","ITAL      2","Spring","ITAL",3.40526315789474,NA,3.45833333333333,NA,"No Trend"
"DE SIMONE T","ITAL      1HY","Spring","ITAL",3.61666666666667,NA,NA,NA,"No Trend"
"PATTONE C F","ITAL      1","Spring","ITAL",3.74848484848485,NA,NA,3.90769230769231,"No Trend"
"MULFINGER J","INT  CS 120","Spring","INT",0,NA,NA,NA,"No Trend"
"PATTERSON D S","INT  CS  10","Spring","INT",0,NA,NA,NA,"No Trend"
"DAMLUJI M N","INT     594EJ","Spring","INT",0,NA,NA,NA,"No Trend"
"DERWIN S","INT     594CC","Spring","INT",0,NA,NA,NA,"No Trend"
"SALMINEN E M","INT     236","Spring","INT",0,0,NA,NA,"No Trend"
"NERSTAD E L","INT     201SP","Spring","INT",4,NA,NA,NA,"No Trend"
"STOPPLE J","INT     197HC","Spring","INT",0,NA,NA,NA,"No Trend"
"SCHNEIDER B E","INT     190MB","Spring","INT",0,NA,NA,NA,"No Trend"
"BUCHOLTZ M H","INT     187AJ","Spring","INT",0,NA,NA,NA,"No Trend"
"ZIMMAN L","INT     187AJ","Spring","INT",0,NA,NA,NA,"No Trend"
"BOULEY B A","INT     187AI","Spring","INT",0,NA,NA,NA,"No Trend"
"MCHUGH P","INT     187AI","Spring","INT",0,NA,NA,NA,"No Trend"
"KING W D","INT     186AW","Spring","INT",0,0,NA,NA,"No Trend"
"JAMIESON A E","INT     186AS","Spring","INT",0,0,0,0,"No Trend"
"DERWIN S","INT     185ST","Spring","INT",4,3.875,NA,NA,"No Trend"
"JENSEN A K","INT     185ST","Spring","INT",4,3.875,3.59259259259259,3.82666666666667,"No Trend"
"ADLER-KASSNER","INT     185AM","Spring","INT",0,NA,NA,NA,"No Trend"
"WOODS V E","INT     185AM","Spring","INT",0,NA,NA,NA,"No Trend"
"JACONETTE P R","INT     175","Spring","INT",0,0,NA,NA,"No Trend"
"MARCUSE H","INT     137RP","Spring","INT",3.14871794871795,NA,NA,NA,"No Trend"
"RAMBELLI F","INT     137RP","Spring","INT",3.14871794871795,NA,NA,NA,"No Trend"
"ZHAO X","INT     101","Spring","INT",0,0,NA,NA,"No Trend"
"AFIFI W A","INT      94WB","Spring","INT",0,NA,NA,0,"No Trend"
"GRAY S M","INT      94VZ","Spring","INT",0,NA,NA,NA,"No Trend"
"HELLIER-TINOC","INT      94VY","Spring","INT",0,NA,NA,NA,"No Trend"
"HEY M V","INT      94VX","Spring","INT",0,NA,NA,NA,"No Trend"
"BRIDGES T S","INT      94VV","Spring","INT",0,NA,NA,NA,"No Trend"
"JIMERSON S R","INT      94VU","Spring","INT",0,NA,NA,NA,"No Trend"
"COTICH C","INT      94VT","Spring","INT",0,NA,NA,NA,"No Trend"
"SORAPURE M I","INT      94VA","Spring","INT",0,NA,NA,NA,"No Trend"
"BOSCAGLI M","INT      94UX","Spring","INT",0,NA,NA,NA,"No Trend"
"SAMUELS R D","INT      94UO","Spring","INT",0,NA,NA,NA,"No Trend"
"STUART D D","INT      94TK","Spring","INT",0,NA,NA,NA,"No Trend"
"FELBER J","INT      94TI","Spring","INT",0,0,0,NA,"No Trend"
"HILTNER K C","INT      94SU","Spring","INT",0,NA,NA,NA,"No Trend"
"LARUE R J","INT      94SQ","Spring","INT",0,NA,NA,NA,"No Trend"
"CAMPO J E","INT      94QD","Spring","INT",0,0,0,0,"No Trend"
"COOPER D","INT      94JV","Spring","INT",0,NA,0,NA,"No Trend"
"FULBECK L K","INT      94GG","Spring","INT",0,NA,0,NA,"No Trend"
"HOGAN L A","INT      89AO","Spring","INT",0,NA,NA,NA,"No Trend"
"TYLER C M","INT      89AO","Spring","INT",0,NA,NA,NA,"No Trend"
"POWERS R T","INT      89AK","Spring","INT",0,NA,NA,NA,"No Trend"
"CASTILLO J L","INT      89AG","Spring","INT",0,0,0,0,"No Trend"
"GRASSET MOREL","INT      89AG","Spring","INT",0,0,0,0,"No Trend"
"SIMMS A R","INT      84ZB","Spring","INT",4,3.50666666666667,3.75714285714286,4,"No Trend"
"SONNINO P M","INT      84BT","Spring","INT",3.42857142857143,NA,NA,NA,"No Trend"
"DONELAN J H","INT      84BQ","Spring","INT",4,NA,NA,NA,"No Trend"
"PONCE G","INT      84BP","Spring","INT",4,NA,NA,NA,"No Trend"
"BERMUDEZ S","INT      84BO","Spring","INT",4,NA,4,3.6875,"No Trend"
"DUFFY A E","INT      84BN","Spring","INT",4,NA,NA,NA,"No Trend"
"REICH N O","INT      84BM","Spring","INT",4,NA,NA,NA,"No Trend"
"CORTIJO A","INT      84BJ","Spring","INT",4,NA,4,NA,"No Trend"
"STRONGMAN R D","INT      84BC","Spring","INT",4,3.93666666666667,4,4,"No Trend"
"GRAFTON S T","INT      84BB","Spring","INT",4,NA,NA,NA,"No Trend"
"CRAWSHAW A S","INT      80AS","Spring","INT",2.56551724137931,NA,NA,NA,"No Trend"
"NOVAK M J","INT      80AS","Spring","INT",2.56551724137931,NA,NA,NA,"No Trend"
"COVO M","HIST    500","Spring","HIST",0,NA,NA,NA,"No Trend"
"KALMAN L","HIST    500","Spring","HIST",0,NA,NA,NA,"No Trend"
"SPICKARD P R","HIST    500","Spring","HIST",0,NA,NA,NA,"No Trend"
"O'CONNOR A M","HIST    292C","Spring","HIST",3.74,NA,NA,NA,"No Trend"
"COVO M","HIST    223A","Spring","HIST",4,NA,NA,NA,"No Trend"
"DIGESER E D","HIST    203B","Spring","HIST",4,NA,NA,NA,"No Trend"
"SPICKARD P R","HIST    203B","Spring","HIST",4,NA,NA,NA,"No Trend"
"BOULEY B A","HIST    201S","Spring","HIST",3.94545454545454,NA,NA,NA,"No Trend"
"SEIKALY S R","HIST    201ME","Spring","HIST",4,4,NA,NA,"No Trend"
"GRIFFITH B J","HIST    201DH","Spring","HIST",4,NA,NA,NA,"No Trend"
"EDGAR A L","HIST    200E","Spring","HIST",3.94,NA,NA,NA,"No Trend"
"RAPPAPORT E D","HIST    199","Spring","HIST",4,NA,NA,NA,"No Trend"
"GRIFFITH B J","HIST    193F","Spring","HIST",3.26766917293233,NA,NA,NA,"No Trend"
"ZHENG X","HIST    185R","Spring","HIST",3.85,NA,NA,NA,"No Trend"
"JI X","HIST    184B","Spring","HIST",3.34285714285714,NA,NA,NA,"No Trend"
"O'CONNOR A M","HIST    178B","Spring","HIST",3.14042553191489,NA,NA,NA,"No Trend"
"CHAVEZ-GARCIA","HIST    177","Spring","HIST",3.27304964539007,NA,NA,NA,"No Trend"
"JACOBSON L","HIST    175D","Spring","HIST",3.54634146341463,NA,NA,NA,"No Trend"
"JACOBSON L","HIST    175B","Spring","HIST",3.3219512195122,NA,NA,NA,"No Trend"
"ARNOLD K A","HIST    174Q","Spring","HIST",3.8,NA,NA,NA,"No Trend"
"YAQUB S","HIST    171D","Spring","HIST",3.73717948717949,NA,3.5527397260274,NA,"No Trend"
"JOHNSON N R","HIST    167Q","Spring","HIST",3.7,NA,NA,NA,"No Trend"
"CASE S H","HIST    159C","Spring","HIST",3.07179487179487,NA,NA,NA,"No Trend"
"CARRILLO M J","HIST    151C","Spring","HIST",3.45909090909091,NA,NA,NA,"No Trend"
"WARE R T","HIST    149IA","Spring","HIST",3.24672131147541,NA,NA,NA,"No Trend"
"CHIKOWERO M","HIST    147R","Spring","HIST",2.79333333333333,NA,NA,NA,"No Trend"
"HENDERSON J G","HIST    141R","Spring","HIST",3.36153846153846,NA,NA,NA,"No Trend"
"RAPPAPORT E D","HIST    141B","Spring","HIST",3.38314606741573,NA,NA,NA,"No Trend"
"EDGAR A L","HIST    123C","Spring","HIST",3.56140350877193,NA,NA,NA,"No Trend"
"MOAK D","HIST    123A","Spring","HIST",3.41025641025641,NA,NA,NA,"No Trend"
"BERNSTEIN H J","HIST    121R","Spring","HIST",3.65333333333333,NA,NA,NA,"No Trend"
"ARONOVA E A","HIST    105R","Spring","HIST",4,NA,NA,NA,"No Trend"
"ARONOVA E A","HIST    105CW","Spring","HIST",3.75434782608696,NA,NA,NA,"No Trend"
"BOULEY B A","HIST    104G","Spring","HIST",3.6625,NA,NA,NA,"No Trend"
"HENDERSON J G","HIST    101WR","Spring","HIST",3.72666666666667,NA,NA,NA,"No Trend"
"THOMPSON W K","HIST    101","Spring","HIST",3.67608695652174,NA,NA,NA,"No Trend"
"ROBERTS L S","HIST     87","Spring","HIST",3.76900584795322,NA,NA,NA,"No Trend"
"CHIKOWERO M","HIST     49B","Spring","HIST",3.5,NA,NA,NA,"No Trend"
"SEIKALY S R","HIST     46B","Spring","HIST",3.716,NA,NA,NA,"No Trend"
"KALMAN L","HIST     17C","Spring","HIST",3.64752688172043,NA,3.4375,NA,"No Trend"
"CARRILLO M J","HIST      9","Spring","HIST",2.77037037037037,NA,NA,NA,"No Trend"
"LAURENT-PERRA","HIST      8","Spring","HIST",2.887,NA,NA,NA,"No Trend"
"COVO M","HIST      4C","Spring","HIST",3.52209631728045,NA,NA,3.26285714285714,"No Trend"
"SPICKARD P R","HIST      2C","Spring","HIST",3.50503282275711,NA,NA,3.11209439528024,"No Trend"
"DIGESER E D","HIST      2A","Spring","HIST",3.14673366834171,NA,NA,NA,"No Trend"
"AMIHAY O","HEB       6","Spring","HEB",3.9625,NA,NA,NA,"No Trend"
"AMIHAY O","HEB       3","Spring","HEB",3.83333333333333,4,NA,NA,"No Trend"
"MORALES H L","GREEK    10B","Spring","GREEK",4,NA,NA,NA,"No Trend"
"SHILO A","GREEK     3","Spring","GREEK",3.94,NA,NA,NA,"No Trend"
"NADLER R","GRAD    282AA","Spring","GRAD",4,4,NA,NA,"No Trend"
"BERRY L M","GRAD    210","Spring","GRAD",0,0,0,0,"No Trend"
"MALHOTRA A","GLOBL   197","Spring","GLOBL",3.63448275862069,NA,NA,NA,"No Trend"
"SINGH SATYAJ","GLOBL   197","Spring","GLOBL",3.45333333333333,NA,NA,NA,"No Trend"
"CHEN J","GLOBL   174","Spring","GLOBL",2.9,NA,2.93571428571429,2.82105263157895,"No Trend"
"LEZRA E M","GLOBL   165","Spring","GLOBL",3.71081081081081,NA,NA,NA,"No Trend"
"NEDERVEEN PIE","GLOBL   159","Spring","GLOBL",3.04054054054054,NA,NA,NA,"No Trend"
"CHUA C S","GLOBL   130","Spring","GLOBL",3.45428571428571,NA,NA,NA,"No Trend"
"JUERGENSMEYER","GLOBL   124","Spring","GLOBL",3.67154471544715,NA,NA,NA,"No Trend"
"COHEN B J","GLOBL   123","Spring","GLOBL",2.61,NA,NA,NA,"No Trend"
"BRYSK A","GLOBL   111","Spring","GLOBL",3.448,NA,NA,NA,"No Trend"
"LEZRA E M","GLOBL   110","Spring","GLOBL",3.86466165413534,NA,NA,NA,"No Trend"
"CLITANDRE N T","GLOBL   104","Spring","GLOBL",3.26933333333333,NA,NA,NA,"No Trend"
"JUERGENSMEYER","GLOBL   102","Spring","GLOBL",3.51818181818182,3.55176470588235,NA,NA,"No Trend"
"MOAK D","GLOBL     1","Spring","GLOBL",3.72166666666667,3.46156156156156,NA,NA,"No Trend"
"HOFMANN M J","GER     114","Spring","GER",3.47586206896552,3.868,3.9551724137931,3.89642857142857,"No Trend"
"GABRIEL V","GER     113","Spring","GER",3.27647058823529,NA,NA,NA,"No Trend"
"VAGT C","GER     108","Spring","GER",3.765,NA,NA,NA,"No Trend"
"KOMMERELL G","GER     105C","Spring","GER",4,4,4,NA,"No Trend"
"WHITE K D","GER     101C","Spring","GER",3.82972972972973,3.9,4,3.62142857142857,"No Trend"
"HOFMANN M J","GER       8C","Spring","GER",3.88780487804878,3.9375,3.97291666666667,3.74166666666667,"No Trend"
"REDER E R","GER       6","Spring","GER",3.94583333333333,4,4,4,"No Trend"
"SHEEDY M A","GER       6","Spring","GER",3.85675675675676,NA,NA,NA,"No Trend"
"GABRIEL V","GER       3","Spring","GER",3.57435897435897,3.63809523809524,3.56666666666667,NA,"No Trend"
"HOFMANN M J","GER       3","Spring","GER",3.82941176470588,NA,NA,NA,"No Trend"
"REDER E R","GER       3","Spring","GER",3.91224489795918,3.62272727272727,NA,NA,"No Trend"
"SHEEDY M A","GER       3","Spring","GER",3.75,NA,NA,NA,"No Trend"
"KOMMERELL G","GER       2G","Spring","GER",4,3.87,3.87,NA,"No Trend"
"DODGE S","GEOG W   12","Spring","GEOG",3.74719626168224,NA,NA,NA,"No Trend"
"MURRAY A","GEOG    294","Spring","GEOG",4,NA,NA,NA,"No Trend"
"DE CARVALHO L","GEOG    288LC","Spring","GEOG",4,NA,NA,NA,"No Trend"
"ROBERTS D A","GEOG    277","Spring","GEOG",4,NA,NA,NA,"No Trend"
"NIDZIEKO N J","GEOG    263","Spring","GEOG",4,NA,NA,NA,"No Trend"
"KING J Y","GEOG    260","Spring","GEOG",3.33333333333333,NA,NA,NA,"No Trend"
"DING Q","GEOG    210C","Spring","GEOG",3.85,4,4,4,"No Trend"
"SWEENEY S H","GEOG    201","Spring","GEOG",0,NA,NA,NA,"No Trend"
"MONTELLO D R","GEOG    200C","Spring","GEOG",3.54,NA,NA,NA,"No Trend"
"MONTELLO D R","GEOG    199RA","Spring","GEOG",0,NA,NA,NA,"No Trend"
"CLARKE K","GEOG    183","Spring","GEOG",3.48285714285714,NA,NA,NA,"No Trend"
"JANOWICZ K W","GEOG    178","Spring","GEOG",2.86086956521739,NA,NA,NA,"No Trend"
"JANOWICZ K W","GEOG    176C","Spring","GEOG",3.29846153846154,3.62115384615385,NA,NA,"No Trend"
"DEVRIES T J","GEOG    166","Spring","GEOG",3.62142857142857,NA,3.52142857142857,NA,"No Trend"
"WASHBURN L","GEOG    165","Spring","GEOG",3.06666666666667,NA,NA,NA,"No Trend"
"LOAICIGA H","GEOG    162","Spring","GEOG",2.33333333333333,2.725,2.28461538461538,2.14444444444444,"No Trend"
"MANCA G","GEOG    159","Spring","GEOG",3.46880733944954,NA,NA,NA,"No Trend"
"GAMELIN B L","GEOG    148","Spring","GEOG",3.62794117647059,NA,NA,NA,"No Trend"
"KING J Y","GEOG    142","Spring","GEOG",3.1695652173913,3.40434782608696,NA,NA,"No Trend"
"GANTI N K","GEOG    137","Spring","GEOG",3.02631578947368,2.6375,3.25294117647059,NA,"No Trend"
"CAYLOR K K","GEOG    136","Spring","GEOG",3.54,NA,NA,NA,"No Trend"
"KIBLER C L","GEOG    115C","Spring","GEOG",3.5625,NA,NA,NA,"No Trend"
"GOULIAS K","GEOG    111C","Spring","GEOG",3.92075471698113,3.89565217391304,3.87966101694915,3.46041666666667,"Downward Trend"
"MANCA G","GEOG    109","Spring","GEOG",2.953125,NA,NA,NA,"No Trend"
"JONES C","GEOG      8","Spring","GEOG",3.555,NA,NA,NA,"No Trend"
"CASSELS S L","GEOG      6","Spring","GEOG",2.94134615384615,3.03066666666667,2.93163265306122,2.6425641025641,"No Trend"
"ACKERT E S","GEOG      5","Spring","GEOG",3.21923076923077,NA,NA,NA,"No Trend"
"TRUGMAN A T","GEOG      4","Spring","GEOG",3.0993006993007,3.04820143884892,NA,NA,"No Trend"
"LOPEZ-CARR D","GEOG      2","Spring","GEOG",3.25116279069767,NA,NA,NA,"No Trend"
"SKENAZI E C","FR      197","Spring","FR",3.7,3.77,NA,3.81111111111111,"No Trend"
"POWERS R T","FR      154I","Spring","FR",3.544,NA,NA,NA,"No Trend"
"SKENAZI E C","FR      154A","Spring","FR",2.82,NA,NA,NA,"No Trend"
"PRIETO E","FR      151G","Spring","FR",3.91578947368421,3.70909090909091,NA,NA,"No Trend"
"PHILLIPS M E","FR      104F","Spring","FR",3.83571428571428,3.8695652173913,3.8125,3.89333333333333,"No Trend"
"LARUE R J","FR      101B","Spring","FR",3.71818181818182,NA,NA,NA,"No Trend"
"PRIETO E","FR      100","Spring","FR",3.54444444444444,NA,NA,NA,"No Trend"
"NESCI C","FR       50BX","Spring","FR",3.37916666666667,NA,NA,NA,"No Trend"
"PHILLIPS M E","FR       11B","Spring","FR",4,3.85833333333333,4,3.83333333333333,"No Trend"
"LABATUT M A","FR        6GS","Spring","FR",3.576,3.58260869565217,3.46,NA,"No Trend"
"LABATUT M A","FR        6","Spring","FR",3.51923076923077,NA,2.71875,NA,"No Trend"
"ZISERMAN P","FR        5","Spring","FR",3.29583333333333,NA,NA,NA,"No Trend"
"PHILLIPS M E","FR        4","Spring","FR",3.09473684210526,NA,3.02352941176471,NA,"No Trend"
"CHANTRE M A","FR        3","Spring","FR",3.45918367346939,NA,NA,NA,"No Trend"
"ROBERTS S C","FR        3","Spring","FR",3.56,3.29259259259259,NA,NA,"No Trend"
"ROBERTS S C","FR        2","Spring","FR",3.25555555555556,3.49354838709677,NA,NA,"No Trend"
"ZISERMAN P","FR        2","Spring","FR",3.47297297297297,NA,NA,NA,"No Trend"
"ROBERTS S C","FR        1","Spring","FR",3.39016393442623,3.625,NA,NA,"No Trend"
"OAKS L M","FEMST   501","Spring","FEMST",0,NA,NA,NA,"No Trend"
"BARVOSA E","FEMST   280A","Spring","FEMST",3.91428571428571,NA,NA,NA,"No Trend"
"RICHARDSON M","FEMST   250MR","Spring","FEMST",4,NA,NA,NA,"No Trend"
"RUPP L J","FEMST   220","Spring","FEMST",3.96666666666667,NA,NA,NA,"No Trend"
"OAKS L M","FEMST   195HC","Spring","FEMST",3.33333333333333,3.9125,NA,NA,"No Trend"
"RICHARDSON M","FEMST   185MR","Spring","FEMST",3.8625,3.175,NA,NA,"No Trend"
"RAYMOND E","FEMST   182","Spring","FEMST",3.348,NA,NA,NA,"No Trend"
"BARVOSA E","FEMST   181","Spring","FEMST",3.56451612903226,3.13333333333333,3.7952380952381,NA,"No Trend"
"CASE S H","FEMST   159C","Spring","FEMST",2.56666666666667,NA,NA,NA,"No Trend"
"MACGILLIVRAY","FEMST   150H","Spring","FEMST",3.95,NA,NA,NA,"No Trend"
"MACGILLIVRAY","FEMST   150","Spring","FEMST",3.62374429223744,NA,NA,NA,"No Trend"
"BOBO J","FEMST   144","Spring","FEMST",3.57666666666667,3.78709677419355,3.52962962962963,NA,"No Trend"
"BOBO J","FEMST   142","Spring","FEMST",3.696,NA,3.55925925925926,NA,"No Trend"
"CHANG G","FEMST   139","Spring","FEMST",4,4,NA,NA,"No Trend"
"CHANG G","FEMST    50","Spring","FEMST",3.63846153846154,3.57383177570093,NA,NA,"No Trend"
"PENLEY C","FAMST   252PG","Spring","FAMST",4,NA,NA,NA,"No Trend"
"WOLFE C C","FAMST   230","Spring","FAMST",3.9,NA,3.87142857142857,NA,"No Trend"
"SARKAR B","FAMST   226","Spring","FAMST",3.91818181818182,NA,NA,NA,"No Trend"
"RYAN M J","FAMST   195PI","Spring","FAMST",4,NA,NA,NA,"No Trend"
"PALLADINO J N","FAMST   195I","Spring","FAMST",0,0,0,NA,"No Trend"
"SIEGEL G D","FAMST   192PM","Spring","FAMST",2.66181818181818,NA,NA,NA,"No Trend"
"BALL R C","FAMST   189FX","Spring","FAMST",3.23636363636364,NA,NA,NA,"No Trend"
"SHEREEN SAKR","FAMST   189FT","Spring","FAMST",3.47857142857143,NA,3.60769230769231,3.45882352941176,"No Trend"
"YAMAMOTO NAOK","FAMST   187MF","Spring","FAMST",3.42727272727273,NA,NA,NA,"No Trend"
"DRISKEL D B","FAMST   187AR","Spring","FAMST",2.81875,NA,NA,NA,"No Trend"
"HAJDA J M","FAMST   184","Spring","FAMST",3.29428571428571,3.31,3.65909090909091,NA,"No Trend"
"YAMAMOTO NAOK","FAMST   155RW","Spring","FAMST",3.42222222222222,NA,NA,NA,"No Trend"
"PENLEY C","FAMST   154PG","Spring","FAMST",3.79433962264151,3.94864864864865,3.83636363636364,3.73243243243243,"No Trend"
"MCNAMARA J P","FAMST   144","Spring","FAMST",3.43050847457627,NA,NA,NA,"No Trend"
"BRUSUTTI A","FAMST   122IT","Spring","FAMST",2.82,NA,2.76969696969697,NA,"No Trend"
"SARKAR B","FAMST   119ML","Spring","FAMST",3.42173913043478,NA,NA,NA,"No Trend"
"JENKINS C L","FAMST   118","Spring","FAMST",3.74666666666667,NA,NA,NA,"No Trend"
"STEINKELLNER","FAMST   113SW","Spring","FAMST",3.82608695652174,3.935,3.79230769230769,NA,"No Trend"
"JACKSON W E","FAMST   111A","Spring","FAMST",3.84242424242424,NA,NA,NA,"No Trend"
"SHEREEN SAKR","FAMST   109ID","Spring","FAMST",3.50714285714286,3.72727272727273,NA,NA,"No Trend"
"JENKINS C L","FAMST   108","Spring","FAMST",3.48461538461538,NA,NA,NA,"No Trend"
"CALDWELL S","FAMST   104","Spring","FAMST",3.64102564102564,3.5,3.43137254901961,3.49615384615385,"No Trend"
"FELANDO C L","FAMST   101E","Spring","FAMST",2.77378640776699,NA,2.78666666666667,NA,"No Trend"
"MELNICK R D","FAMST   101CH","Spring","FAMST",3.71666666666667,NA,NA,NA,"No Trend"
"MELNICK R D","FAMST   101C","Spring","FAMST",3.16138613861386,NA,NA,NA,"No Trend"
"VENEGAS C","FAMST    96","Spring","FAMST",3.32671232876712,NA,NA,NA,"No Trend"
"JACKS W A","FAMST    54","Spring","FAMST",3.52389937106918,NA,NA,NA,"No Trend"
"BRUSUTTI A","FAMST    46","Spring","FAMST",3.37117647058824,3.00486486486486,3.07785234899329,2.79032258064516,"No Trend"
"JAMIESON A E","ESS     199","Spring","ESS",3.85555555555556,NA,NA,NA,"No Trend"
"JAMIESON A E","ESS     193","Spring","ESS",0,NA,NA,NA,"No Trend"
"JAMIESON A E","ESS     185","Spring","ESS",4,NA,NA,NA,"No Trend"
"HATCHER K L","ESS     160","Spring","ESS",3.37391304347826,3.15,2.82368421052632,3.13606557377049,"No Trend"
"JAMIESON A E","ESS     150","Spring","ESS",3.58115942028985,3.26393442622951,3.37068965517241,3.58703703703704,"No Trend"
"HATCHER K L","ESS     140","Spring","ESS",3.88428571428571,3.66774193548387,3.64242424242424,3.75245901639344,"No Trend"
